legacy_id,question,context,factoid,old_category,old_support,A_atomicity,A_question_relevance,A_evidence_clarity,A_evidence_relation,A_primary_category,B_atomicity,B_question_relevance,B_evidence_clarity,B_evidence_relation,B_primary_category,final_label_source,adjudicator_raw_atomicity,adjudicator_raw_question_relevance,adjudicator_raw_evidence_clarity,adjudicator_raw_evidence_relation,adjudicator_raw_primary_category,final_atomicity,final_question_relevance,final_evidence_clarity,final_evidence_relation,final_primary_category,final_support_binary,final_eligibility,legacy_action,changed_dimensions
624,Battle Born Studios is located in the unincorporated town that is part of what county?,"Battle Born Studios, located in the Winchester, Nevada, is a 2000 sqft recording studio owned by The Killers.Winchester is an unincorporated town and census-designated place (CDP) and part of Las Vegas Township in Clark County, Nevada, United States that contains part of the Las Vegas Strip.",Clark County is the most populous county in the United States without a major league sports team.,Cat5,UNSUPPORTED,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat5,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,CONTRADICTED,Cat5,PASS,FAIL,CLEAR,CONTRADICTED,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
625,Who publishes a horror game with protagonist Ellie?,"Ellie is a fictional character in the 2013 video game ""The Last of Us"", and the main protagonist of the upcoming video game ""The Last of Us Part II"".The Last of Us Part II is an upcoming action-adventure survival horror video game developed by Naughty Dog and published by Sony Interactive Entertainment for PlayStation 4.",Naughty Dog only develops video games for PlayStation 4.,Cat3,UNSUPPORTED,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat3,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,Cat3,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
626,"Heidi Newfield and Tim Rushlow, have which nationality?","Heidi Newfield (born October 4, 1970) is an American country music artist.Timothy Ray ""Tim"" Rushlow (born October 6, 1966) is an American country music artist.",Heidi Newfield is not of the same nationality as Tim Rushlow.,Cat2,UNSUPPORTED,PASS,PASS,CLEAR,CONTRADICTED,Cat2,PASS,PASS,CLEAR,CONTRADICTED,Cat2,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,CONTRADICTED,Cat2,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
627,E'Shun Melvin was the voice of Young Boyd on Teen Wolf  developed by Jeff Davis for what television network," He is best known for his role as Noah on the BET original comedy television series Real Husbands of Hollywood, and for providing the voice of Young Boyd on Teen Wolf.Teen Wolf is an American television series developed by Jeff Davis for MTV.",MTV must not omit any statements regardless of their factual accuracy.,Cat2,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,FAIL,FAIL,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
628,Where does anything you can do i can do better come from?,"Anything You Can Do (I Can Do Better) ""Anything You Can Do"" is a song composed by Irving Berlin for the 1946 Broadway musical ""Annie Get Your Gun"". The song is a duet, with one male singer and one female singer attempting to outdo each other in increasingly complex tasks. In the musical, the song sets the scene for the climactic sharpshooting contest between Annie Oakley and Frank Butler. Its most memorable lines are, ""Anything you can do I can do better; I can do anything better than you."" The song was first performed in ""Annie Get Your Gun"" by

Ethel Merman and Ray Middleton. During the song, they argue playfully about who can, for example, sing softer, sing higher, sing sweeter, and hold a note for longer, and boast of their abilities and accomplishments, such as opening safes and living on bread and cheese, although Annie always seems to counter Frank's argument. Neither can ""bake a pie,"" though. Anything You Can Do (I Can Do Better) ""Anything You Can Do"" is a song composed by Irving Berlin for the 1946 Broadway musical ""Annie Get Your Gun"". The song is a duet, with one male singer and one female singer

choosing the occupation of ""newspaper carrier"" was required to ride a bicycle down a narrow yellow line (without veering from it) and throw several newspapers at targets. She lost control of the bicycle, fell to the studio floor, and apparently broke a bone. Wood mentioned other contestants being injured as well. The title of the show is inspired by a 1946 song called ""Anything You Can Do, I Can Do Better"" from the hit broadway musical ""Annie Get Your Gun"" (composed by Irving Berlin) as a sprirted duet with one male singer and one female singer attempting to outdo each","The song ""Anything You Can Do (I Can Do Better)"" is a duet.",Cat1,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
629,What is the nationality of the singer-songwriter who wrote the poetry collection Early Work ?,"Early Work is a poetry collection by Patti Smith, published in 1994.Patricia Lee Smith (born December 30, 1946) is an American singer-songwriter, poet, and visual artist who became an influential component of the New York City punk rock movement with her 1975 debut album ""Horses"".",Early Work is the only poetry collection written by Patti Smith.,Cat3,UNSUPPORTED,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat3,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,Cat3,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
630,"What structure does Proctor, North Carolina and Fontana Lake have in common?"," The town was flooded by Fontana Lake, which was created by the construction of the Fontana Dam, and remains submerged unless lake levels are very low.Fontana Lake is a reservoir impounded by Fontana Dam on the Little Tennessee River located in Graham and Swain counties in North Carolina.","The structure of Proctor, North Carolina is different from the structure of Fontana Lake.",Cat5,UNSUPPORTED,PASS,PASS,CLEAR,CONTRADICTED,Cat5,PASS,PASS,AMBIGUOUS,AMBIGUOUS,Cat5,THIRD_PERSON_ADJUDICATION,PASS,PASS,AMBIGUOUS,CONTRADICTED,Cat5,PASS,PASS,AMBIGUOUS,CONTRADICTED,Cat5,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
631,"What film director is from Great Britain, Miloš Forman or Alex Cox?","Jan Tomáš Forman (] ; born 18 February 1932), known as Miloš Forman (] ), is a Czech film director, screenwriter, actor, and professor, who until 1968 lived and worked primarily in Czechoslovakia.Alexander ""Alex"" Cox (born 15 December 1954 in Bebington, Cheshire) is a British film director, screenwriter, nonfiction author, broadcaster and sometime actor, notable for his idiosyncratic style and approach to scripts.",Miloš Forman is not from Great Britain.,Cat2,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat2,PASS,PASS,CLEAR,ENTAILED,Cat2,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat2,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
632,"Which magazine, In These Times or Tall Timber Short Lines, is an American politically progressive/democratic socialist monthly magazine of news and opinion published in Chicago, Illinois?","In These Times is an American politically progressive/democratic socialist monthly magazine of news and opinion published in Chicago, Illinois.Tall Timber Short Lines was a magazine dedicated to logging railroads and short line railroads, and was published by Oso Publications.",In These Times was founded by James Weinstein.,Cat7,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
633,"The Little River and Gorham, Maine reside in what county?","The Little River is an 18.8 mi tributary of the Presumpscot River in the U.S. state of Maine.Gorham is a town in Cumberland County, Maine, United States.",The town of Gorham is located along the Presumpscot River.,Cat7,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
634,"What year did the man, who was impersonated by Roger Kitter in the Lego advertisement, die of a heart attack?"," He was also an impressionist, who provided the voice of Tommy Cooper in the Lego 'Kipper' advertisement. On 15 April 1984, Cooper collapsed with a heart attack on live national television, and died soon afterwards.",The year is 1984.,Cat4,SUPPORTED,FAIL,PASS,CLEAR,ENTAILED,INVALID,FAIL,PASS,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,FAIL,PASS,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
635,Who chaired the ceremony in which the film written by Canet and Philippe Lefebvre won the award for Best Film?," The ceremony was chaired by Isabelle Mergault. ""Tell No One"" won the award for Best Film. Written by Canet and Philippe Lefebvre and starring François Cluzet, the film won four categories at the 2007 César Awards in France: Best Director (Guillaume Canet), Best Actor (François Cluzet), Best Editing and Best Music Written for a Film.",Isabelle Mergault has directed several other films.,Cat3,UNSUPPORTED,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat1,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,Cat1,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
636,"Heartbreak Express, Dolly Parton's 24th solo studio album, featured this re-recording of what song, originally recorded in 1973 and featured in the ""Best Little Whorehouse in Texas Soundtrack""?","Heartbreak Express is Dolly Parton's 24th solo studio album. ""Do I Ever Cross Your Mind"" (a song Parton had written in the early 1970s but had never ""officially"" recorded) appeared as a double-A-sided single (along with Parton's rerecording of ""I Will Always Love You"" from the ""Best Little Whorehouse in Texas Soundtrack""), and reached #1 on the country charts in August 1982.The song, ""I Will Always Love You"" was originally written and recorded in 1973 by American singer-songwriter, Dolly Parton.",Dolly Parton has released at least 24 solo studio albums.,Cat3,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
637,"Editors and Working for a Nuclear Free City, is of which nationality?","Editors are an English rock band, formed in 2002 in Birmingham.Working for a Nuclear Free City (sometimes abbreviated to WFANFC) was an indie nu gaze band from Manchester, England.",Both are from the United Kingdom.,Cat3,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat1,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat1,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
638,"King of Queens is the debut studio album by Nigerian singer Yemi Alade, it features guest appearances and skits from which Ghanaian hip hop and hiplife duo from Tema made up of Faisal Hakeem ""(Paedae da Pralem/Omar Sterling)"", and Rashid Mugeez ""(Mugeez)""?"," It features guest appearances and skits from Bovi, R2Bees, Phyno, Chidinma, DIL, Selebobo and Diamond Platnumz.R2Bees is a Ghanaian hip hop and hiplife duo from Tema made up of Faisal Hakeem ""(Paedae da Pralem/Omar Sterling)"" and Rashid Mugeez ""(Mugeez)"".",The guest appearance was not by Faisal Hakeem alone.,Cat2,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat2,PASS,PASS,CLEAR,ENTAILED,Cat2,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat2,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
639,Who sings better than i in joseph king of dreams?,"companion to the video"", also written by Mackall. ""Joseph, King of Dreams: read-along"" (8 Mar 2001) was a full-color storybook and accompanying cassette which ""capture[d] all the emotional and dramatic high points"". Written by Catherine McCafferty, it included the song ""Better Than I"" and dialogue from the film. A fourth book was published as well. The film received mixed to positive reviews from critics. While praising the film's merits including animation, storytelling, and music, much of the criticism came with comparing it negatively to its theatrically released predecessor ""The Prince of Egypt"". The song ""You Know Better Than I"" was

You Know Better Than I ""You Know Better Than I"" (aka ""Better Than I"") is a song from the 2000 direct-to-video film """". It is performed by Joseph (David Campbell). The song is performed when Joseph is at his lowest point, almost giving up on his faith. He decides to trust fully in God and acknowledge that he is the master of the universe who has an ultimate plan, even if things seem bad at present and he doesn't fully understand why. PluggedIn explains the song's meaning: ""Persevering through dark times can yield great rewards. God’s role in Joseph’s comeback

yet never feel sentimental or generic"". You Know Better Than I ""You Know Better Than I"" (aka ""Better Than I"") is a song from the 2000 direct-to-video film """". It is performed by Joseph (David Campbell). The song is performed when Joseph is at his lowest point, almost giving up on his faith. He decides to trust fully in God and acknowledge that he is the master of the universe who has an ultimate plan, even if things seem bad at present and he doesn't fully understand why. PluggedIn explains the song's meaning: ""Persevering through dark times can yield great",The song is performed when Joseph is at his lowest point.,Cat5,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
640,A systolic bp value is the pressure when?,"millimetres of mercury (mmHg), though aneroid and electronic devices do not contain mercury. For each heartbeat, blood pressure varies between systolic and diastolic pressures. Systolic pressure is peak pressure in the arteries, which occurs near the end of the cardiac cycle when the ventricles are contracting. Diastolic pressure is minimum pressure in the arteries, which occurs near the beginning of the cardiac cycle when the ventricles are filled with blood. An example of normal measured values for a resting, healthy adult human is 120 mmHg systolic and 80 mmHg diastolic (written as 120/80 mmHg, and spoken as ""one-twenty over eighty"").

used for routine examinations and monitoring. A minimum systolic value can be roughly estimated by palpation, most often used in emergency situations, but should be used with caution. It has been estimated that, using 50% percentiles, carotid, femoral and radial pulses are present in patients with a systolic blood pressure > 70 mmHg, carotid and femoral pulses alone in patients with systolic blood pressure of > 50 mmHg, and only a carotid pulse in patients with a systolic blood pressure of > 40 mmHg. A more accurate value of systolic blood pressure can be obtained with a sphygmomanometer and palpating

Systolic hypertension In medicine, systolic hypertension is defined as an elevated systolic blood pressure (SBP). If the systolic blood pressure is elevated (>140) with a normal (<90) diastolic blood pressure (DBP), it is called ""isolated systolic hypertension"". Systolic hypertension may be due to reduced compliance of the aorta with increasing age. This increases the load on the ventricle and compromises coronary blood flow, eventually resulting in left ventricular hypertrophy, coronary ischemia, and heart failure. Contemporary science shows an immersed boundary method of computational illustration of a single heartbeat. Applied to physiologic models, immersed boundary theory sees the heart as a","For each heartbeat, blood pressure varies between systolic and diastolic pressures.",Cat3,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
641,"Abraham Roqueñi Iglesias (born April 16, 1978) is a Spanish welterweight kickboxer, he holds notable wins over Andy Souwer, a Dutch welterweight shoot boxer, a two time K-1 World MAX champion, in which years?"," He holds notable wins over Gago Drago, Luis Reis, Andy Souwer and Artur Kyshenko. He is two time K-1 World MAX champion (2005, 2007) as well as a four time Shootboxing World tournament champion, fighting out of Mejiro Gym, Amsterdam, Netherlands.",Abraham Roqueñi Iglesias defeated Andy Souwer in 2015.,Cat4,UNSUPPORTED,PASS,PASS,CLEAR,NOT_ENOUGH_INFO,Cat4,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,Cat4,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
